dissimilarity_5_180,correlation_5_180,energy_5_180,homogeneity_5_180,contrast_5_180,dissimilarity_9_180,correlation_9_180,energy_9_180,homogeneity_9_180,contrast_9_180,dissimilarity_13_180,correlation_13_180,energy_13_180,homogeneity_13_180,contrast_13_180,dissimilarity_25_180,correlation_25_180,energy_25_180,homogeneity_25_180,contrast_25_180,dissimilarity_5_45,correlation_5_45,energy_5_45,homogeneity_5_45,contrast_5_45,dissimilarity_9_45,correlation_9_45,energy_9_45,homogeneity_9_45,contrast_9_45,dissimilarity_13_45,correlation_13_45,energy_13_45,homogeneity_13_45,contrast_13_45,dissimilarity_25_45,correlation_25_45,energy_25_45,homogeneity_25_45,contrast_25_45,folder_name
0.70432786,0.562690792,0.232734972,0.436288216,0.492053508,0.650885202,0.455150737,0.251993077,0.46018452,0.455240365,0.587549481,0.378581322,0.273342831,0.482688272,0.405144491,0.526347058,0.212822152,0.302995579,0.500917412,0.34696244,0.70432786,0.562690792,0.232734972,0.436288216,0.492053508,0.644435225,0.435282799,0.2562559,0.460300233,0.441149378,0.605784011,0.368586782,0.268752873,0.471784934,0.41951876,0.539701542,0.206522344,0.30476748,0.49379144,0.350383359,baseballdiamond
0.855026708,0.662329501,0.137975976,0.377477085,0.659876305,0.804461051,0.560697663,0.145809923,0.388957656,0.625606105,0.748083647,0.458789294,0.154932538,0.401873716,0.583996376,0.669923942,0.249040496,0.175455719,0.398268785,0.51041432,0.855026708,0.662329501,0.137975976,0.377477085,0.659876305,0.800565689,0.536456098,0.14752449,0.384473028,0.612664894,0.768933015,0.446833963,0.153811104,0.387902917,0.60487377,0.685259101,0.252740057,0.176130079,0.394289909,0.510987945,baseballdiamond
0.631689634,0.675827229,0.16772408,0.425068047,0.354785434,0.577700429,0.60168375,0.176702598,0.454122871,0.322351728,0.52438556,0.535558174,0.183272412,0.463154782,0.289098811,0.484741704,0.30542993,0.193328948,0.456311135,0.265300572,0.631689634,0.675827229,0.16772408,0.425068047,0.354785434,0.569376277,0.585734233,0.178428464,0.464287411,0.312716367,0.541096222,0.519104645,0.1817102,0.462543659,0.303488164,0.49867213,0.288975124,0.194965998,0.455696492,0.273286225,baseballdiamond
0.677999843,0.515710149,0.149646813,0.382455245,0.386513299,0.62859204,0.37325718,0.160272443,0.409659673,0.365591641,0.57472365,0.253903129,0.17105697,0.421556879,0.33172336,0.462681667,0.233480343,0.196616037,0.458109596,0.231977756,0.677999843,0.515710149,0.149646813,0.382455245,0.386513299,0.621527582,0.345125175,0.162848955,0.411267078,0.355746991,0.590548883,0.236492722,0.169490643,0.417358342,0.345861291,0.47777201,0.215070969,0.1961665,0.446532892,0.237282417,baseballdiamond
0.784987004,0.597304405,0.118637854,0.332281069,0.47425843,0.727472061,0.469887924,0.125498742,0.350816318,0.45096621,0.649500696,0.397418747,0.134668102,0.357949011,0.392072518,0.5310407,0.342299677,0.15907769,0.395296098,0.283282273,0.784987004,0.597304405,0.118637854,0.332281069,0.47425843,0.714119133,0.458016099,0.126853888,0.361338994,0.430115246,0.664258486,0.389800911,0.133837599,0.360374689,0.403784095,0.546726728,0.328694096,0.159076128,0.39057597,0.289245319,baseballdiamond
0.61887026,0.687967729,0.162577761,0.380867079,0.268581652,0.552043882,0.633765221,0.177825932,0.401028816,0.234916546,0.496080012,0.56906495,0.193658557,0.419804911,0.211251924,0.421598755,0.41713508,0.233387423,0.447968566,0.171890836,0.61887026,0.687967729,0.162577761,0.380867079,0.268581652,0.539025731,0.629415202,0.18238311,0.40955488,0.223178615,0.50008314,0.586048684,0.193924997,0.41971774,0.209516189,0.426220922,0.46287664,0.236256951,0.441968272,0.167668935,baseballdiamond
0.436270519,0.893829503,0.184799454,0.549716238,0.134753515,0.442805216,0.818750136,0.177124688,0.511388892,0.152736392,0.422960297,0.759442033,0.177598327,0.512550325,0.152321944,0.409093068,0.623694255,0.177572395,0.470733168,0.150706676,0.436270519,0.893829503,0.184799454,0.549716238,0.134753515,0.443557101,0.804364235,0.176566308,0.508328429,0.151965028,0.435872296,0.748532959,0.175436206,0.510475446,0.159130662,0.417557034,0.612465583,0.180630401,0.474036694,0.152491956,baseballdiamond
0.405288652,0.803549745,0.260547542,0.560994898,0.117153309,0.391122646,0.728092359,0.260741943,0.56153179,0.118728064,0.361461409,0.691104123,0.268245414,0.555466363,0.108202606,0.324651247,0.613675129,0.288741888,0.579619209,0.099064976,0.405288652,0.803549745,0.260547542,0.560994898,0.117153309,0.386373544,0.7242444,0.262723583,0.55374571,0.113792284,0.365534144,0.696422331,0.268984086,0.563430556,0.109353239,0.327296651,0.621332773,0.295605703,0.592472724,0.097758531,baseballdiamond
0.335647535,0.918851424,0.311048948,0.64728805,0.082124734,0.326700696,0.881746891,0.310473205,0.646120795,0.086465492,0.30674279,0.862580316,0.314791287,0.637536124,0.082993727,0.301858376,0.776701316,0.314178058,0.626521817,0.091146161,0.335647535,0.918851424,0.311048948,0.64728805,0.082124734,0.325349586,0.872895684,0.312976402,0.649928989,0.086272336,0.315386656,0.851158609,0.314988083,0.644908786,0.08807207,0.304943438,0.778779719,0.323277655,0.624684495,0.090368316,baseballdiamond
0.380412578,0.866662958,0.21095059,0.579446632,0.102424915,0.368441263,0.80946431,0.212904153,0.58050204,0.105709272,0.342193653,0.772251782,0.221879105,0.591694382,0.100260336,0.315905557,0.715356321,0.230362696,0.604351347,0.092165701,0.380412578,0.866662958,0.21095059,0.579446632,0.102424915,0.365674983,0.800034503,0.214661536,0.582040018,0.103691098,0.349357636,0.767397359,0.221239424,0.603847155,0.103544105,0.324623113,0.704304193,0.23050576,0.594504992,0.093282742,baseballdiamond
0.426185465,0.842042897,0.18831169,0.50339228,0.119872416,0.412730673,0.777974492,0.187601387,0.503057948,0.122865485,0.386862007,0.723247857,0.192951107,0.505443129,0.119157724,0.341187317,0.665434985,0.213123612,0.537686923,0.106389995,0.426185465,0.842042897,0.18831169,0.50339228,0.119872416,0.407854367,0.770928584,0.189418985,0.509719934,0.119346921,0.391811457,0.728545434,0.192893479,0.51219462,0.120338728,0.345159643,0.674992187,0.21598651,0.545335131,0.104874575,baseballdiamond
0.456116179,0.971089438,0.309433628,0.573939551,0.191267602,0.475930509,0.915562636,0.320848801,0.590184847,0.250565661,0.487176736,0.844142305,0.329197461,0.594824912,0.29414772,0.531408576,0.657937598,0.320923671,0.599029889,0.368727607,0.456116179,0.971089438,0.309433628,0.573939551,0.191267602,0.477674219,0.905309241,0.323695843,0.594943589,0.254183075,0.492518222,0.845665335,0.329346618,0.606024339,0.299791643,0.532890781,0.668630736,0.33021215,0.603370797,0.362012622,baseballdiamond
0.432584142,0.956321525,0.387640038,0.581938402,0.174287296,0.454950169,0.897884897,0.392084866,0.587641483,0.2215066,0.446629118,0.840533115,0.410534423,0.604482694,0.245279831,0.460803127,0.687011639,0.434810371,0.632435017,0.297712399,0.432584142,0.956321525,0.387640038,0.581938402,0.174287296,0.454211083,0.888075484,0.396809345,0.589029618,0.223203716,0.453657906,0.840286865,0.409718499,0.61449255,0.251254374,0.462243119,0.697378027,0.441815153,0.650969452,0.291770014,baseballdiamond
0.307991629,0.814757525,0.427203164,0.69523914,0.067562236,0.307409304,0.69500785,0.424865201,0.670011429,0.075707759,0.277593687,0.619774142,0.45871504,0.711088224,0.071431293,0.250576186,0.491608972,0.492916779,0.732358757,0.064222427,0.307991629,0.814757525,0.427203164,0.69523914,0.067562236,0.304244365,0.681962467,0.429188884,0.674261432,0.073823923,0.283660184,0.624407444,0.453919737,0.711949507,0.072704103,0.255321331,0.496245559,0.497541924,0.745287781,0.064080409,baseballdiamond
0.452702866,0.903252553,0.416485873,0.714569039,0.339135659,0.469340403,0.839495639,0.422257772,0.711492955,0.381568259,0.460277454,0.798553792,0.438795107,0.737622606,0.374991213,0.484822945,0.648103784,0.458036486,0.745975123,0.416926069,0.452702866,0.903252553,0.416485873,0.714569039,0.339135659,0.469278539,0.83006853,0.427533165,0.722007616,0.377337497,0.467335015,0.797789598,0.439459875,0.747167422,0.384772321,0.491220212,0.645648362,0.467681489,0.771591709,0.418896062,baseballdiamond
0.289775551,0.860301414,0.929158182,0.979552302,0.100159217,0.291816911,0.771835788,0.951427427,0.991843167,0.113743596,0.270604453,0.748761497,0.973203503,1,0.103205901,0.259171892,0.717839189,1,0.989092159,0.092603971,0.289775551,0.860301414,0.929158182,0.979552302,0.100159217,0.293839418,0.751019672,0.957180023,1,0.114672221,0.281361466,0.730337728,0.963908761,1,0.110142653,0.270946841,0.66855682,1,0.984898237,0.099469721,baseballdiamond
0.278775876,0.870232726,0.560626442,0.837511494,0.072754032,0.276951377,0.785054824,0.559844626,0.832643538,0.081082185,0.262507252,0.729817947,0.562679457,0.82806369,0.077074516,0.259793073,0.610059124,0.543607263,0.77133163,0.073715192,0.278775876,0.870232726,0.560626442,0.837511494,0.072754032,0.279918106,0.757075865,0.556942975,0.824740474,0.08309071,0.274456974,0.702122031,0.55455468,0.823361698,0.083557979,0.272192288,0.556370016,0.539412193,0.742804304,0.078786019,baseballdiamond
0.31643242,0.875177681,0.47887151,0.661136729,0.072930676,0.317884659,0.784892,0.485206655,0.655368773,0.084961146,0.306052749,0.699947372,0.508826843,0.655671858,0.088891037,0.287124188,0.501181147,0.568920936,0.701464396,0.094519906,0.31643242,0.875177681,0.47887151,0.661136729,0.072930676,0.31800571,0.765204807,0.490495482,0.652348405,0.085479394,0.312939903,0.691087805,0.506754126,0.665424064,0.092339003,0.29133251,0.499899967,0.577133476,0.699824743,0.094375969,baseballdiamond
0.343352812,0.865433178,0.553980906,0.659485144,0.090127373,0.340836952,0.784990821,0.573982224,0.658203397,0.100609534,0.320280227,0.715162253,0.618377508,0.667873882,0.101848444,0.292716897,0.641111429,0.709943133,0.702346217,0.093861481,0.343352812,0.865433178,0.553980906,0.659485144,0.090127373,0.338629268,0.770919769,0.583388501,0.657504723,0.099753962,0.32571629,0.716196497,0.620552303,0.673441524,0.103676679,0.296751201,0.642086931,0.722247764,0.69896891,0.093130475,baseballdiamond
1,0.567634686,0.107627102,0.338470585,0.883675192,0.905112261,0.49541937,0.116485314,0.368845514,0.772635132,0.807263402,0.452547585,0.124095764,0.381955273,0.660812765,0.690974924,0.353985115,0.132891826,0.408835842,0.527095196,1,0.567634686,0.107627102,0.338470585,0.883675192,0.893829925,0.477127892,0.118422747,0.371887751,0.747580343,0.829998108,0.437531157,0.122700981,0.379965706,0.68860699,0.703073784,0.351299778,0.135731492,0.406072208,0.528609055,baseballdiamond
0.44418867,0.885511109,0.280833005,0.585640282,0.167208013,0.426343253,0.83541399,0.301961296,0.628912162,0.174530079,0.408993639,0.784245528,0.316419907,0.645704329,0.175989887,0.399648706,0.669119187,0.336396202,0.662894485,0.184820129,0.44418867,0.885511109,0.280833005,0.585640282,0.167208013,0.422705603,0.826287714,0.307697798,0.647193077,0.172453565,0.41725946,0.780873043,0.316353152,0.649090428,0.181889384,0.40761973,0.665820327,0.339327758,0.667941652,0.185313008,baseballdiamond
0.603951515,0.80181245,0.234313659,0.514427325,0.331714269,0.604185425,0.672821779,0.251955663,0.546653998,0.380316895,0.565361373,0.601185306,0.265512097,0.556723762,0.359441938,0.505142759,0.561709858,0.280582502,0.577819907,0.28841661,0.603951515,0.80181245,0.234313659,0.514427325,0.331714269,0.601078641,0.653500919,0.256185662,0.547279793,0.374925862,0.575647355,0.598160407,0.265043648,0.568617422,0.368993523,0.51158893,0.566908807,0.283702334,0.577421618,0.286170735,baseballdiamond
0.603559534,0.83291414,0.150440674,0.454941743,0.2744595,0.590327334,0.750138072,0.157224095,0.465626852,0.293724994,0.551413711,0.692402205,0.165810828,0.472959854,0.282970628,0.519578647,0.602920581,0.16473595,0.46897592,0.261832506,0.603559534,0.83291414,0.150440674,0.454941743,0.2744595,0.586871965,0.736033804,0.159011896,0.460039434,0.289356586,0.561631433,0.689769206,0.164869833,0.475626556,0.290365217,0.527714484,0.601092281,0.1659362,0.480080505,0.261310008,baseballdiamond
0.37416071,0.926176299,0.276794507,0.598406774,0.106583777,0.352813797,0.87338094,0.302303715,0.653343732,0.120993892,0.334642221,0.813713218,0.324979925,0.687754643,0.129562796,0.339872048,0.634213742,0.354573988,0.707807606,0.153732469,0.37416071,0.926176299,0.276794507,0.598406774,0.106583777,0.350372555,0.860565096,0.308037606,0.663901471,0.122116909,0.341691596,0.808781525,0.325190544,0.694444503,0.13433114,0.343145485,0.638586333,0.360545231,0.724331723,0.152299358,baseballdiamond
0.405327557,0.925980673,0.382795965,0.632105396,0.147816101,0.412460369,0.854982621,0.402908644,0.679237059,0.180356132,0.409196954,0.783738259,0.414159871,0.692029139,0.195685112,0.424569673,0.609492721,0.42989874,0.714313479,0.223680253,0.405327557,0.925980673,0.382795965,0.632105396,0.147816101,0.413903265,0.841237174,0.409827336,0.680105291,0.181750167,0.415415794,0.782471635,0.418367299,0.709858296,0.200869086,0.427950733,0.616673214,0.440720604,0.726842911,0.221039153,baseballdiamond
0.401207358,0.912998478,0.325852142,0.587324383,0.148849046,0.390704188,0.867683028,0.349989305,0.613923122,0.160983771,0.375208835,0.82422829,0.378618315,0.644901563,0.164679565,0.373309564,0.737972916,0.415007738,0.645503333,0.17083998,0.401207358,0.912998478,0.325852142,0.587324383,0.148849046,0.389213122,0.860657792,0.35733539,0.624549334,0.15909867,0.384978376,0.820260851,0.375530553,0.632009917,0.170621331,0.38241076,0.729865799,0.418833524,0.64495469,0.17366606,baseballdiamond
0.424919237,0.931870853,0.721856034,0.750343742,0.240957597,0.443869502,0.859373162,0.78836799,0.808852555,0.299177473,0.44517767,0.810680341,0.849627122,0.843972458,0.306339996,0.454085544,0.754188134,0.930462952,0.918576386,0.298390025,0.424919237,0.931870853,0.721856034,0.750343742,0.240957597,0.444247951,0.848204876,0.820518469,0.826694642,0.298868235,0.450988058,0.812202434,0.857243443,0.868112709,0.311933475,0.459436519,0.756721663,0.93523051,0.911711353,0.296159011,baseballdiamond
0.486060105,0.742863631,0.293538249,0.564327581,0.240502988,0.503852292,0.560748464,0.307866502,0.593363476,0.284614572,0.491678433,0.426196505,0.313424448,0.601393303,0.282525229,0.473153831,0.23496474,0.307706249,0.565796472,0.244808611,0.486060105,0.742863631,0.293538249,0.564327581,0.240502988,0.508686318,0.522502077,0.308675785,0.5892271,0.286157744,0.505976926,0.415489338,0.309318087,0.600021117,0.292311767,0.480887535,0.248886809,0.310910546,0.562670004,0.242787397,baseballdiamond
0.573519448,0.882979633,0.162051648,0.456121226,0.252958192,0.577675031,0.798330055,0.169054969,0.455114772,0.293138753,0.552844109,0.728932139,0.17896041,0.46365123,0.298090885,0.540865437,0.587149473,0.193591514,0.460908618,0.300132945,0.573519448,0.882979633,0.162051648,0.456121226,0.252958192,0.58344701,0.773669138,0.170919096,0.458789355,0.300248767,0.578829072,0.702202563,0.177642688,0.465333287,0.32310104,0.560807189,0.566845306,0.193150964,0.448434718,0.307652347,baseballdiamond
0.526307831,0.780984944,0.277555706,0.552962437,0.24466161,0.537799383,0.638627399,0.291995441,0.572684918,0.278032958,0.530106125,0.497977698,0.303957816,0.573200273,0.284936694,0.468396029,0.383687469,0.345519525,0.579852757,0.233491254,0.526307831,0.780984944,0.277555706,0.552962437,0.24466161,0.522128898,0.637305921,0.298618418,0.588549206,0.263066652,0.515078493,0.546823876,0.309684451,0.595750041,0.27055582,0.467806737,0.407969957,0.352033099,0.606959148,0.229905901,baseballdiamond
0.268185065,0.814724448,0.54279801,0.731791783,0.045866432,0.249235196,0.751563768,0.577432623,0.781233964,0.045446037,0.228022652,0.712077785,0.607488625,0.811087239,0.041987301,0.204471334,0.632629408,0.665982018,0.86043194,0.038414565,0.268185065,0.814724448,0.54279801,0.731791783,0.045866432,0.247429966,0.739464779,0.581650094,0.782511872,0.044567012,0.233888518,0.708024378,0.602036179,0.818955228,0.043267176,0.211304796,0.611747643,0.668462967,0.858021393,0.039457973,baseballdiamond
0.483576829,0.920932995,0.614521349,0.716991756,0.241129033,0.487916425,0.869806111,0.620514452,0.706054472,0.267451677,0.46872635,0.828724976,0.640940688,0.717772729,0.269137482,0.444560774,0.783021544,0.700484706,0.745142662,0.262379106,0.483576829,0.920932995,0.614521349,0.716991756,0.241129033,0.488884279,0.859094775,0.627215264,0.714980715,0.267397642,0.479434818,0.825912045,0.64177051,0.725360171,0.277745787,0.455043341,0.775295797,0.71222382,0.745546795,0.265297213,baseballdiamond
0.586542887,0.859305985,0.316502129,0.590626571,0.325297328,0.642416872,0.732163549,0.283073005,0.527938786,0.408339014,0.662740346,0.59265491,0.260466992,0.484452277,0.454264987,0.675922022,0.351178113,0.225049247,0.403659585,0.467126522,0.586542887,0.859305985,0.316502129,0.590626571,0.325297328,0.650204032,0.706446329,0.280140914,0.520738955,0.413253106,0.676165948,0.594801912,0.256982401,0.482051992,0.463282324,0.688351319,0.362989971,0.224862058,0.414271209,0.465721108,baseballdiamond
0.576845725,0.911830499,0.230304637,0.552021036,0.290330909,0.585501468,0.852155736,0.218908277,0.506441635,0.320780335,0.567328728,0.788522801,0.221590236,0.491040194,0.329535582,0.551308083,0.643095873,0.227129682,0.470017016,0.332714261,0.576845725,0.911830499,0.230304637,0.552021036,0.290330909,0.585798554,0.839223109,0.218921354,0.504954695,0.320447367,0.580208456,0.784238333,0.220529349,0.493006568,0.341060958,0.560737584,0.653000728,0.227562007,0.475684805,0.329779102,baseballdiamond
0.339725159,0.934157861,1,0.957575226,0.131934756,0.370067322,0.854308855,1,0.942419188,0.163714936,0.382451186,0.762404441,1,0.911527022,0.181411213,0.406157146,0.541759314,0.992358187,0.897426501,0.208015038,0.339725159,0.934157861,1,0.957575226,0.131934756,0.375455293,0.836352197,1,0.935011605,0.165695256,0.390011056,0.760062966,1,0.919500431,0.186119249,0.410612363,0.55429631,0.999888416,0.88885558,0.204846327,baseballdiamond
0.796573915,0.895605139,0.214728489,0.561832157,0.630099453,0.843042019,0.822203024,0.190021564,0.483989841,0.720449566,0.806347968,0.772812503,0.187202515,0.45855627,0.707816538,0.758625287,0.738971003,0.201109094,0.44989948,0.626148745,0.796573915,0.895605139,0.214728489,0.561832157,0.630099453,0.845245378,0.808249054,0.189056854,0.47307722,0.720089268,0.817565747,0.774978788,0.187798199,0.46710654,0.722046991,0.76310188,0.752800707,0.203838065,0.448175694,0.613469093,baseballdiamond
0.550016773,0.838499406,0.335374795,0.789348754,0.369179305,0.609918056,0.704083286,0.291580313,0.697537394,0.450347694,0.61951882,0.576849471,0.269331088,0.621629323,0.474746348,0.615579594,0.333744808,0.243684838,0.580439782,0.470557671,0.550016773,0.838499406,0.335374795,0.789348754,0.369179305,0.615318131,0.678358629,0.288097932,0.689203044,0.45225483,0.62807688,0.577680665,0.268811073,0.632358474,0.485059334,0.620058098,0.363198712,0.24865559,0.590721369,0.458622874,baseballdiamond
0.508019082,0.870072106,0.383105557,0.722492142,0.297546723,0.54934749,0.7585239,0.346759396,0.635289408,0.359154533,0.53117918,0.675323173,0.344819011,0.588520207,0.361565034,0.4798485,0.616046033,0.376262606,0.55301898,0.313725824,0.508019082,0.870072106,0.383105557,0.722492142,0.297546723,0.550890312,0.739727013,0.34522999,0.623676023,0.358442885,0.54118275,0.674339563,0.343523197,0.593885292,0.371991002,0.488163167,0.622510453,0.379835267,0.556537131,0.310850119,baseballdiamond
0.545893638,0.853594777,0.32373801,0.763305966,0.369428509,0.588568844,0.735534832,0.295891783,0.699107898,0.441307016,0.566750184,0.652904996,0.29975887,0.654570609,0.435896034,0.506198891,0.611768917,0.3212788,0.656738987,0.356725597,0.545893638,0.853594777,0.32373801,0.763305966,0.369428509,0.594296704,0.711477795,0.293640573,0.684785536,0.443922189,0.584446074,0.637507571,0.297589227,0.660475241,0.460244109,0.511334247,0.619321802,0.324479795,0.655704233,0.352660186,baseballdiamond
0.593061213,0.880403031,0.270552329,0.67833256,0.349030001,0.641135496,0.777513438,0.251674451,0.624427708,0.425332527,0.625993089,0.702605273,0.242592957,0.585013857,0.430835383,0.569769292,0.667721322,0.233990203,0.525964284,0.35631302,0.593061213,0.880403031,0.270552329,0.67833256,0.349030001,0.643936571,0.762562876,0.250296861,0.616646349,0.42196766,0.637897773,0.702913494,0.241401809,0.581399994,0.440335507,0.574857562,0.678466746,0.236816817,0.533749448,0.350657288,baseballdiamond
0.745313075,0.759154034,0.101147644,0.364966131,0.61258776,0.74649867,0.709668797,0.102978131,0.37296265,0.611413352,0.751035324,0.644236874,0.102395296,0.354403224,0.610719676,0.724871133,0.502192187,0.090308388,0.332395462,0.493474762,0.745313075,0.759154034,0.101147644,0.364966131,0.61258776,0.74904918,0.706371558,0.104071298,0.388953312,0.620574779,0.754160931,0.662740038,0.102866067,0.383591464,0.579497111,0.684166781,0.543810888,0.09484665,0.345155591,0.435755733,beach
0.941238631,0.717451351,0.037015184,0.258664337,0.818465088,0.909161027,0.678112758,0.035910343,0.262777207,0.772640084,0.91304657,0.606911687,0.032445085,0.237049907,0.770082575,0.886846562,0.446627805,0.026856529,0.197427162,0.622268887,0.941238631,0.717451351,0.037015184,0.258664337,0.818465088,0.905752899,0.680301282,0.036392994,0.27383094,0.770186545,0.917104118,0.629851521,0.034044241,0.26351984,0.725085511,0.845686194,0.490816947,0.027473858,0.20804433,0.550336655,beach
0.848949407,0.835005168,0.055086593,0.398629189,0.785849158,0.868509183,0.796374013,0.050966928,0.381610821,0.805698482,0.886077713,0.747427753,0.04587291,0.34447158,0.818898008,0.901346304,0.633085046,0.033284998,0.262198254,0.697163447,0.848949407,0.835005168,0.055086593,0.398629189,0.785849158,0.882381447,0.789952827,0.050654607,0.389835952,0.834565858,0.896782244,0.75868495,0.046870073,0.371156197,0.783606877,0.866302081,0.652448334,0.035655189,0.272829664,0.635592133,beach
0.814515535,0.864756651,0.040691405,0.343263062,0.690742419,0.839031635,0.827740698,0.037269214,0.331674454,0.725124496,0.860240147,0.780293623,0.031795999,0.29693233,0.747541024,0.864546393,0.674773036,0.020370576,0.227026552,0.627170915,0.814515535,0.864756651,0.040691405,0.343263062,0.690742419,0.846760496,0.825597658,0.037117146,0.340872178,0.737198665,0.864085724,0.795121813,0.033376243,0.316272599,0.699966817,0.806470328,0.710361884,0.022947574,0.241638954,0.54222996,beach
0.954979584,0.85138914,0.026096679,0.276662537,0.864011436,0.94361936,0.82321556,0.024847542,0.272087222,0.853953613,0.961891659,0.77587588,0.02205685,0.240788441,0.879704345,0.962606285,0.665074887,0.016677433,0.198171177,0.756467077,0.954979584,0.85138914,0.026096679,0.276662537,0.864011436,0.950389444,0.821336345,0.02507771,0.279308684,0.867440387,0.971153606,0.790113023,0.022937282,0.259649735,0.826927677,0.910123819,0.697677083,0.018064698,0.204439379,0.661398573,beach
1,0.69329987,0.036813505,0.291448175,0.998936161,1,0.626609464,0.035885971,0.283396591,1,1,0.539118044,0.033746548,0.261593354,1,0.949216246,0.361744254,0.027517724,0.244369594,0.781151334,1,0.69329987,0.036813505,0.291448175,0.998936161,1,0.627491919,0.036108485,0.292816501,1,1,0.575741595,0.034858955,0.284173834,0.920946588,0.89200629,0.428409138,0.029560091,0.252108908,0.673931639,beach
0.338661655,0.952745222,0.173948635,0.762273701,0.281163813,0.396046925,0.921667404,0.171803868,0.769876308,0.37358014,0.449432576,0.879115744,0.162615462,0.737619809,0.456071372,0.502370003,0.788289932,0.130742096,0.668954951,0.459296162,0.338661655,0.952745222,0.173948635,0.762273701,0.281163813,0.399531387,0.92074786,0.170025005,0.788819413,0.381799113,0.436979386,0.893600518,0.161547716,0.774723165,0.408911473,0.455787722,0.819366413,0.132539939,0.662306502,0.384671878,beach
0.262020048,0.984971529,0.15938282,0.756715438,0.156995097,0.300492501,0.973581817,0.154017143,0.755415779,0.20669294,0.349460224,0.948969077,0.144033059,0.714935187,0.282948152,0.396728679,0.897114536,0.121107323,0.674328251,0.311431013,0.262020048,0.984971529,0.15938282,0.756715438,0.156995097,0.296690124,0.975892609,0.154243342,0.784935401,0.198949451,0.325635608,0.963949941,0.146941089,0.767841981,0.220190254,0.345852608,0.926842694,0.125066947,0.686924486,0.23089931,beach
0.334577572,0.969889125,0.089477374,0.586851296,0.173349184,0.375043326,0.951066451,0.083971818,0.575684354,0.222122444,0.414250064,0.919575208,0.075491509,0.532075296,0.278726594,0.438071069,0.865334362,0.056328718,0.443717226,0.262161937,0.334577572,0.969889125,0.089477374,0.586851296,0.173349184,0.377490604,0.952017822,0.08364305,0.592312054,0.221912361,0.406133685,0.93280548,0.078093129,0.576977846,0.24148016,0.400991771,0.890241643,0.060684206,0.474392402,0.214317031,beach
0.470033121,0.930279296,0.14024101,0.585117432,0.323861239,0.491703339,0.907974282,0.135251278,0.585948689,0.352869927,0.516178775,0.873297459,0.12999932,0.556559695,0.388470322,0.53192587,0.80850865,0.109390898,0.493895623,0.336986981,0.470033121,0.930279296,0.14024101,0.585117432,0.323861239,0.498147941,0.906318478,0.134935122,0.599821166,0.361773096,0.518482041,0.88323409,0.131790179,0.592009138,0.36226279,0.495042672,0.833456139,0.113514732,0.507528048,0.287790691,beach
0.486587631,0.918998809,0.11606911,0.536822924,0.361736341,0.525576822,0.887400283,0.112056383,0.523516751,0.415204032,0.563786626,0.841912886,0.105918406,0.489617975,0.471591604,0.599462509,0.754181729,0.08341948,0.388078639,0.429030537,0.486587631,0.918998809,0.11606911,0.536822924,0.361736341,0.528928429,0.886910261,0.111830186,0.538342387,0.420336059,0.555219602,0.859604364,0.105936071,0.520660699,0.423125386,0.554241133,0.786083094,0.085058355,0.405152529,0.362899063,beach
0.314474353,0.973607359,0.307417471,0.62963921,0.144061842,0.36052407,0.955085966,0.288696321,0.613371976,0.190462071,0.389754955,0.930464595,0.279671615,0.581027758,0.225654661,0.447312453,0.848742283,0.253717694,0.542341122,0.267444071,0.314474353,0.973607359,0.307417471,0.62963921,0.144061842,0.380384646,0.950142046,0.281919725,0.617682218,0.210215691,0.416775698,0.928323735,0.269548767,0.59447693,0.234106711,0.449757706,0.851169855,0.246323889,0.51893828,0.256599742,beach
0.368330617,0.953401592,0.29551232,0.626451277,0.240416566,0.434746614,0.923160079,0.293918643,0.628264887,0.316008893,0.463767106,0.89463246,0.289486182,0.625466423,0.34414497,0.488667112,0.822699544,0.245779591,0.572892774,0.325660439,0.368330617,0.953401592,0.29551232,0.626451277,0.240416566,0.458455818,0.916430087,0.286506936,0.633764983,0.343220685,0.499426875,0.8905267,0.275026715,0.629085877,0.357872626,0.493412113,0.823474023,0.235471051,0.544281528,0.314515927,beach
0.241510261,0.986546832,0.265185094,0.700776927,0.08478233,0.282743025,0.97591044,0.256239003,0.685666305,0.111370159,0.300603525,0.962275344,0.254784833,0.679691264,0.126707284,0.369245605,0.899516524,0.213072928,0.601383634,0.170116467,0.241510261,0.986546832,0.265185094,0.700776927,0.08478233,0.299933627,0.972744108,0.250146764,0.691551812,0.124052411,0.327032623,0.959654116,0.241808759,0.67898274,0.136478985,0.379459839,0.89776943,0.204519212,0.573369829,0.170013707,beach
0.227014002,0.991404124,0.217979735,0.655557758,0.059306485,0.259587274,0.984648343,0.214714229,0.649285629,0.075029552,0.277208504,0.973022089,0.212433298,0.622707164,0.088473777,0.339585454,0.916347554,0.175069896,0.531446469,0.129053702,0.227014002,0.991404124,0.217979735,0.655557758,0.059306485,0.27487565,0.982492367,0.209062361,0.64713169,0.083502607,0.301780285,0.971242198,0.201823912,0.618527499,0.095401737,0.34816959,0.915536479,0.167460379,0.499586912,0.128795967,beach
